cliente_id,frecuencia_compra,monto_total_gastado,monto_promedio_compra,dias_desde_ultima_compra,antiguedad_cliente_meses,canal_principal,numero_productos_distintos,fecha_reseña,producto_categoria,reseña_id,texto_reseña,longitud_reseña,cluster_clientes,cluster_reseñas
661,90.0,8975.28,1454.87,312.0,118.0,móvil,15.0,2025-03-03,ropa,661.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,8,4.0
662,34.0,14890.74,1495.31,346.5,118.0,marketplace,22.0,2024-04-18,educacion,662.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,0,2.0
663,32.0,14096.98,1405.88,325.0,171.0,tienda física,28.0,2025-04-27,electronica,663.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,0,5.0
664,49.0,8924.11,1226.9,195.0,118.0,marketplace,43.0,,salud,664.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,25,1.0
665,58.0,10810.54,123.27,201.0,13.0,call center,26.0,2025-05-17,alimentos,665.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,24,3.0
666,26.0,2178.64,454.07,221.0,36.0,tienda física,6.0,2024-10-07,educacion,666.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,5,2.0
667,71.0,19974.92,1038.1,172.0,146.0,marketplace,3.0,2023-05-03,educacion,667.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,19,2.0
668,11.0,3820.67,1140.94,163.0,124.0,móvil,50.0,2024-08-05,electronica,668.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,1,5.0
669,45.0,11869.72,909.4,110.0,76.0,call center,25.0,2024-11-01,electronica,669.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,6,5.0
670,14.0,18575.56,1012.37,154.0,99.0,marketplace,1.0,2023-09-30,ropa,670.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,4,3.0
671,0.0,11928.32,610.66,207.0,122.0,móvil,29.0,2023-09-28,hogar,671.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,1,4.0
672,94.0,8562.91,1332.96,139.0,172.0,móvil,21.0,2024-03-08,ropa,672.0,el  diseño es atractivo y el color coincide con lo esperado después de varios usos,15,7,3.0
673,79.0,9008.7,781.23,249.0,80.0,tienda física,43.0,2024-11-10,ropa,673.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,13,4.0
674,96.0,13988.04,364.55,346.5,112.0,web,31.0,2023-07-03,ropa,674.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,3,3.0
675,90.0,2936.98,507.85,109.0,176.0,tienda física,31.0,2025-07-07,salud,675.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,14,1.0
676,86.0,13293.41,547.84,77.0,118.0,marketplace,20.0,2025-01-26,salud,676.0,la  atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,11,1.0
677,38.0,5161.03,403.95,225.0,51.0,móvil,32.0,2024-05-08,ropa,677.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,24,4.0
678,21.0,9926.54,745.3,53.0,214.0,marketplace,36.0,2023-05-19,electronica,678.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,10,5.0
679,60.0,8164.07,447.81,121.0,84.0,marketplace,37.0,2024-09-11,servicios,679.0,la  experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,27,1.0
680,34.0,17307.19,801.03,333.0,61.0,tienda física,17.0,,alimentos,680.0,el producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario,15,20,0.0
681,8.0,15656.32,601.88,213.0,36.0,marketplace,23.0,2024-06-07,educacion,681.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,20,2.0
682,40.0,10416.72,398.69,54.0,168.0,móvil,22.0,2023-10-22,alimentos,682.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,10,3.0
683,26.0,3146.15,1333.16,295.0,80.0,call center,38.0,2024-08-15,hogar,683.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,0,4.0
684,57.0,1127.05,716.42,344.0,118.0,marketplace,37.0,2024-08-14,alimentos,684.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,13,3.0
685,46.0,18554.2,848.23,153.0,78.0,web,21.0,2023-08-02,salud,685.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,19,5.0
686,2.0,16473.63,292.33,150.0,81.0,tienda física,18.0,2023-09-04,ropa,686.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,20,3.0
687,64.0,19623.16,781.23,77.0,149.0,web,48.0,2025-08-25,alimentos,687.0,el  producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,22,0.0
688,67.0,6206.84,1126.32,248.0,11.0,móvil,27.5,2025-01-13,ropa,688.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco ..,18,17,4.0
689,68.0,11905.27,705.73,144.0,140.0,móvil,33.0,2024-10-23,salud,689.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,22,1.0
690,81.0,14738.69,797.23,125.0,227.0,tienda física,39.0,2025-08-25,servicios,690.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,22,1.0
691,94.0,3041.6,965.31,132.0,227.0,tienda física,44.0,2023-02-15,hogar,691.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,25,4.0
692,21.0,4315.13,34.81,13.0,86.0,marketplace,19.0,2025-04-24,electronica,692.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,15,5.0
693,5.0,14793.4,1438.98,346.5,23.0,call center,48.0,2025-07-07,alimentos,693.0,el sabor es aceptable y la textura resulta agradable aunq esperaba mayor frescura,13,0,3.0
694,47.0,84.64,1118.55,187.0,153.0,call center,12.0,2025-03-18,servicios,694.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,8,1.0
695,95.0,8037.07,1082.85,204.0,118.0,web,49.0,2024-03-20,ropa,695.0,el  diseño es atractivo y el color coincide con lo esperado después de varios usos,15,13,3.0
696,44.0,18090.94,795.14,11.0,37.0,tienda física,32.0,2023-09-09,electronica,696.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,6,5.0
697,67.0,10522.23,781.23,201.0,146.0,marketplace,3.0,2024-04-17,servicios,697.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,8,1.0
698,2.0,9091.49,1214.91,116.0,105.0,web,12.0,2023-02-24,ropa,698.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco ..,18,12,4.0
699,18.0,810.89,697.93,235.0,214.0,móvil,33.0,2025-04-17,servicios,699.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,9,1.0
700,95.0,13686.38,1438.51,37.0,210.0,web,21.0,2023-08-12,educacion,700.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,7,2.0
701,18.0,10740.83,1237.17,132.0,198.0,móvil,42.0,2025-04-11,electronica,701.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,16,5.0
702,53.0,19357.96,1445.41,64.0,229.0,call center,15.0,2024-05-15,educacion,702.0,el contenido educativo es comprensible y bien estructurado aunq el ritmo es algo rápido,14,7,2.0
703,24.0,42.61,1457.67,202.0,187.0,web,36.0,2024-05-27,alimentos,703.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,9,0.0
704,38.0,9668.78,1361.6,86.0,130.0,call center,11.0,2024-12-03,servicios,704.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,12,1.0
705,9.0,10970.19,781.23,267.0,105.0,marketplace,49.0,2024-11-03,hogar,705.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,1,4.0
706,70.0,879.43,62.41,192.0,238.0,tienda física,17.0,2024-12-31,alimentos,706.0,el  producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,2,0.0
707,43.0,12533.08,195.6,30.0,82.0,call center,27.5,2024-05-03,servicios,707.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara ..,15,10,1.0
708,22.0,7279.52,1457.74,68.0,80.0,web,21.0,2025-03-14,electronica,708.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,12,5.0
709,88.0,10941.39,659.43,42.0,33.0,tienda física,38.0,,alimentos,709.0,el  sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,27,3.0
710,28.0,15130.24,562.82,53.0,79.0,web,7.0,2024-06-12,ropa,710.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,19,4.0
711,87.0,12088.12,1381.75,130.0,197.0,marketplace,10.0,2025-08-25,electronica,711.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario ..,17,7,5.0
712,36.0,18328.13,1329.4,54.0,42.0,móvil,43.0,2024-11-29,alimentos,712.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,6,0.0
713,32.0,14379.51,723.09,199.0,17.0,tienda física,38.0,2023-12-01,electronica,713.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,6,5.0
714,86.0,17354.18,981.25,214.0,204.0,tienda física,6.0,2023-10-31,hogar,714.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,7,4.0
715,40.0,9341.41,216.45,187.0,106.0,marketplace,20.0,2025-02-08,hogar,715.0,cumple su función en casa yyy ayuda a mantener el espacio organizado sin complicaciones,14,18,4.0
716,15.0,2679.38,1069.8,20.0,215.0,marketplace,12.0,2024-08-08,salud,716.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,12,5.0
717,1.0,14798.02,778.86,187.0,200.0,web,4.0,2025-08-08,alimentos,717.0,el producto alimenticio viene muuy empacado y cumple con lo básico para el consumo diario,15,4,0.0
718,70.0,15443.33,746.53,31.0,162.0,web,47.0,2024-03-05,hogar,718.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,22,4.0
719,73.0,17872.51,817.99,127.0,172.0,tienda física,29.0,2024-11-05,hogar,719.0,el  artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,22,4.0
720,17.0,19987.11,781.23,346.5,190.0,call center,10.0,2023-05-14,alimentos,720.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,4,3.0
721,71.0,3595.89,106.52,290.0,3.0,call center,26.0,2024-10-22,servicios,721.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,24,1.0
722,77.0,9611.94,830.99,281.0,126.0,móvil,42.0,2023-11-06,alimentos,722.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,13,0.0
723,24.0,10365.25,6.14,285.0,88.0,móvil,29.0,2025-05-25,salud,723.0,las  instalaciones están limpias y el personal explica los procedimientos de forma básica,13,3,5.0
724,85.0,14726.45,247.44,155.0,96.0,marketplace,36.0,2025-03-11,ropa,724.0,el diseño es atractivo yyy el color coincide con lo esperado después de varios usos,15,11,3.0
725,54.0,10847.46,1237.67,78.0,54.0,tienda física,9.0,2024-12-23,electronica,725.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,19,5.0
726,80.0,14126.18,1433.92,346.5,153.0,web,20.0,2023-04-18,electronica,726.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,21,5.0
727,40.0,1527.0,289.18,187.0,211.0,web,50.0,2025-05-22,ropa,727.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,14,4.0
728,57.0,10388.75,446.14,112.0,190.0,web,13.0,2024-01-16,salud,728.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,7,5.0
729,22.0,15222.09,1349.47,316.0,113.0,marketplace,6.0,2024-04-06,salud,729.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,0,1.0
730,99.0,12941.75,781.23,206.0,89.0,web,41.0,2023-05-03,alimentos,730.0,el sabor es aceptable y la textura resulta agradable aunq esperaba mayor frescura,13,27,3.0
731,28.0,13707.43,621.07,346.0,171.0,tienda física,27.0,2025-01-08,salud,731.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo ..,16,26,1.0
732,32.0,18506.26,857.81,135.0,152.0,marketplace,14.0,2023-06-20,electronica,732.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,4,5.0
733,7.0,8569.33,713.09,346.5,177.0,call center,13.0,2025-01-23,electronica,733.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,4,5.0
734,92.0,19848.92,270.04,346.5,160.0,call center,27.0,2023-01-04,alimentos,734.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,23,0.0
735,44.0,9016.53,468.87,59.0,20.0,web,9.0,2024-11-06,electronica,735.0,la  interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,15,5.0
736,21.0,4445.63,756.57,208.0,207.0,call center,47.0,2025-08-25,salud,736.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,9,1.0
737,39.0,2057.06,189.83,66.0,222.0,marketplace,33.0,2025-10-14,ropa,737.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,14,4.0
738,83.0,5668.67,728.19,271.0,118.0,call center,50.0,2024-04-27,alimentos,738.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,13,3.0
739,22.0,18419.38,1332.24,235.0,240.0,call center,32.0,2023-09-23,ropa,739.0,la prenda es cómoda yyy la tela se siente agradable aunque la talla puede variar un poco,17,16,4.0
740,21.0,10822.85,909.66,11.0,73.0,tienda física,45.0,2025-11-05,salud,740.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,6,5.0
741,33.0,17742.46,1404.08,185.0,83.0,tienda física,34.0,2025-04-07,educacion,741.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,0,2.0
742,16.0,14162.93,914.5,170.0,72.0,web,40.0,2024-09-10,alimentos,742.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,6,3.0
743,70.0,3811.12,781.23,40.0,226.0,tienda física,13.0,2025-05-25,alimentos,743.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,7,3.0
744,55.0,13070.78,211.5,67.0,85.0,call center,6.0,2023-10-08,salud,744.0,las  instalaciones están limpias y el personal explica los procedimientos de forma básica,13,11,5.0
745,46.0,11225.08,1454.06,186.0,118.0,tienda física,43.0,2023-09-08,servicios,745.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,25,1.0
746,56.0,7477.48,781.23,246.0,179.0,móvil,27.0,2024-02-13,ropa,746.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco ..,18,26,4.0
747,5.0,8276.04,828.64,24.0,119.0,móvil,17.0,2023-04-24,ropa,747.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,12,3.0
748,31.0,1330.72,570.13,58.0,31.0,web,36.0,2023-04-25,hogar,748.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,15,4.0
749,88.0,4867.96,1308.06,294.0,83.0,marketplace,26.0,2023-08-24,educacion,749.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento ..,11,17,2.0
750,97.0,12843.12,420.84,238.0,126.0,móvil,21.0,2025-01-23,educacion,750.0,el contenido educativo es comprensible yyy bien estructurado aunque el ritmo es algo rápido,14,23,2.0
751,89.0,14452.14,292.67,293.0,201.0,web,3.0,2025-08-10,ropa,751.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,23,4.0
752,72.0,10005.6,899.97,251.0,209.0,móvil,7.0,2024-04-10,servicios,752.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,23,1.0
753,80.0,12073.29,9.41,209.0,190.0,web,19.0,2024-03-24,electronica,753.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,23,5.0
